,antigen_recognition_function,antigenic_feature_range,antigenic_feature_count,lymphocytes_count,somatic_hypermutation_cycles,somatic_hypermutation_rate,clonal_expansion_factor,best_solution,best_fitness,elapsed_time
302,rastrigin,"(-5.12, 5.12)",10,1000,500,0.1,2,"[ 9.95999435e-01  3.98113050e+00 -1.22394379e-03 -9.96711126e-01
 -1.99078381e+00 -9.95284611e-01 -9.95671706e-01 -1.06611000e-04
  9.95017549e-01 -1.98990988e+00]",28.8554548172786,7.3877787590026855
303,rastrigin,"(-5.12, 5.12)",10,1000,500,0.1,3,"[ 9.94814528e-01  2.98433823e+00 -9.95711486e-01  1.99001653e+00
 -4.01564095e-04  9.94644367e-01  4.97480109e+00  3.97974974e+00
  9.94472095e-01 -1.99048920e+00]",61.68740514226397,7.543548822402954
304,rastrigin,"(-5.12, 5.12)",10,1000,500,0.01,4,"[ 0.92374569  2.76653507  2.19661556  4.00379918  2.11423591  3.93655932
  2.99861856 -0.09660353  2.99804    -0.88160893]",92.57572246164489,7.773317337036133
305,rastrigin,"(-5.12, 5.12)",10,1000,500,0.1,4,"[ 3.89751881e-04 -9.94653348e-01 -9.95470860e-01 -3.98002417e+00
 -1.98927372e+00 -1.99119211e+00 -1.98993509e+00  5.76772506e-04
 -1.98974532e+00  9.96341751e-01]",34.82441382748331,7.646511077880859
306,rastrigin,"(-5.12, 5.12)",10,1000,750,0.001,2,"[ 3.14944393  2.9618656   0.00415324  1.42582041  1.26735838 -2.05027264
 -2.88303263  0.06282244 -0.19299235 -1.85935545]",86.74571570847405,11.087440967559814
307,rastrigin,"(-5.12, 5.12)",10,1000,750,0.001,3,"[ 1.92085092 -1.53556419 -0.20174096  1.9680348  -0.76350507  2.09268417
 -3.85014436  0.97239182 -1.91011371  0.93536322]",80.82603660493268,11.229088068008423
308,rastrigin,"(-5.12, 5.12)",10,1000,750,0.01,2,"[-2.90735091  3.90395826  1.11121383  1.79044414  1.91191054  0.83306027
  1.95233763 -1.05409075  1.81328698  3.02330361]",76.8370594845122,11.076581954956055
309,rastrigin,"(-5.12, 5.12)",10,1000,750,0.001,4,"[ 0.07960196 -2.96062199 -2.97177412 -1.81261753  3.79723554  1.93448494
 -3.94344543  0.95891659 -1.04718565  0.44480401]",93.37503052066552,11.43304705619812
310,rastrigin,"(-5.12, 5.12)",10,1000,750,0.01,3,"[-1.32048784  2.07096331  1.88535211 -0.07435775 -2.98485122  0.13612415
  1.1236293  -1.90136708  1.75134093 -0.52816061]",83.53640103128787,11.28681993484497
311,rastrigin,"(-5.12, 5.12)",10,1000,750,0.01,4,"[-2.03268867  1.9558595   0.9816205  -1.02541619 -2.09609096 -0.88809177
  1.97036434  2.08360287  3.10634121 -1.26760557]",54.3358223939895,11.451865673065186
312,rastrigin,"(-5.12, 5.12)",10,1000,750,0.1,2,"[-9.95152878e-01  6.02746589e-04 -2.98599219e+00 -4.98850007e-04
  1.98971086e+00  5.98437888e-04  9.94623942e-01 -6.10681214e-05
 -1.99006585e+00  3.98044193e+00]",34.82400154883403,11.048096179962158
313,rastrigin,"(-5.12, 5.12)",10,1000,750,0.1,3,"[ 1.99054003e+00 -2.98513191e+00 -1.33157066e-04 -1.98882979e+00
  4.97495514e+00  7.97002110e-05 -9.94463218e-01  9.95087428e-01
  1.79990843e-04  1.31405971e-04]",43.778309953273464,11.387143850326538
314,rastrigin,"(-5.12, 5.12)",10,1000,750,0.1,4,"[-1.98979410e+00 -9.94313412e-01  9.95557266e-01  1.98915127e+00
  7.74406706e-04  2.86580917e-04  1.99018063e+00 -1.99004903e+00
 -9.94743292e-01  4.97530821e+00]",43.77843286681113,11.620353937149048
315,griewank,"(-100, 100)",3,300,250,0.001,2,[ -0.87564155  13.08610449 -27.34072789],0.6006549186735775,1.400691032409668
316,griewank,"(-100, 100)",3,300,250,0.001,3,[-9.52213588  0.60110288 37.74626839],0.49002108822345214,1.399949073791504
317,rastrigin,"(-5.12, 5.12)",10,1000,1000,0.001,2,"[-1.67463527 -2.02724968  2.93594109  3.15003293  0.80672753  2.9294143
  0.91010582 -4.05590545  1.95309467  1.09157103]",88.28623005958684,14.779802083969116
318,griewank,"(-100, 100)",3,300,250,0.001,4,[ 25.27746462   4.180933   -15.51071695],0.3569476292412681,1.4187369346618652
319,griewank,"(-100, 100)",3,300,250,0.01,2,[6.27982286e+00 3.78011398e-05 2.17328142e+01],0.12812256215542794,1.382552146911621
320,griewank,"(-100, 100)",3,300,250,0.01,3,[-15.70013389  -4.43831413 -10.86647186],0.09614854156347019,1.4549751281738281
321,griewank,"(-100, 100)",3,300,250,0.01,4,[-2.82603160e+01 -1.27573949e-04 -5.43330132e+00],0.20715073408323081,1.4162943363189697
322,griewank,"(-100, 100)",3,300,250,0.1,2,[-15.70237903  -8.87779194 -16.30041311],0.14789658144030282,1.4022300243377686
323,rastrigin,"(-5.12, 5.12)",10,1000,1000,0.001,3,"[-1.05754328  1.07836174 -1.9360546  -0.1521566  -0.84508032 -1.20942546
  3.72678582 -2.0520853   1.01098145  3.41650066]",88.40325239036352,15.132697820663452
324,griewank,"(-100, 100)",3,300,250,0.1,3,[-34.5418537   22.18920271 -21.73273587],0.5399145030092576,1.4155158996582031
325,griewank,"(-100, 100)",3,300,250,0.1,4,[-18.84240298  26.62950912  10.86331554],0.29582648873833595,1.4115359783172607
326,griewank,"(-100, 100)",3,300,500,0.001,2,[ 9.90312313 23.07177387  1.61942293],0.7250126982784167,2.763843059539795
327,griewank,"(-100, 100)",3,300,500,0.001,3,[ -6.22609543 -12.39175452   5.0764003 ],0.2847542800398938,2.7997210025787354
328,rastrigin,"(-5.12, 5.12)",10,1000,1000,0.001,4,"[-3.09667217 -0.9899385  -0.97262184  5.02125917  0.89010496  0.29393642
 -0.13283047  0.94106006 -0.69033738 -1.00459388]",74.68664967172519,15.375564098358154
329,griewank,"(-100, 100)",3,300,500,0.001,4,[37.6096958  17.57057954 22.30467308],0.616582112785628,2.8321287631988525
330,rastrigin,"(-5.12, 5.12)",10,1000,1000,0.01,2,"[ 0.94268239  1.87726918 -3.86109785  1.84399787  0.98748492  0.07377175
  0.12373397  0.01468662 -1.27497104  2.95561714]",61.50336722227787,14.649672031402588
331,rastrigin,"(-5.12, 5.12)",10,1000,1000,0.01,3,"[-0.89240886  0.96804308 -0.96719296 -2.40561457 -3.04711035 -0.01076398
 -2.08570085  0.93486874  0.05125836 -1.20329421]",55.64001806908468,15.020674228668213
332,rastrigin,"(-5.12, 5.12)",10,1000,1000,0.1,2,"[ 3.97960200e+00 -9.94991757e-01  3.97945211e+00 -1.99019197e+00
  9.95495294e-01  9.94984754e-01 -9.95593398e-01 -8.86488138e-04
 -1.98984686e+00  9.94599127e-01]",44.773308657429816,14.770609855651855
333,rastrigin,"(-5.12, 5.12)",10,1000,1000,0.01,4,"[-1.03103039 -1.08673991  2.98077839  2.73046622  0.07230012  1.95872051
 -3.03388937 -3.97368307  0.83057808 -2.00166873]",71.91496117644547,15.289817810058594
334,griewank,"(-100, 100)",3,300,500,0.01,2,[28.2601686  -4.43849763 10.86633546],0.23425394654918819,2.7965328693389893
335,griewank,"(-100, 100)",3,300,500,0.01,3,[ 2.73770085e-05 -2.66308593e+01  9.02578132e-05],0.17747540971701503,2.8019182682037354
336,rastrigin,"(-5.12, 5.12)",10,1000,1000,0.1,3,"[-1.61884749e-04  9.95086972e-01 -3.98013362e+00 -9.95058161e-01
  2.98437788e+00 -7.44177571e-04 -9.06298854e-05  2.98519354e+00
 -9.94635868e-01 -1.99009887e+00]",40.79339582669243,14.911049842834473
337,griewank,"(-100, 100)",3,300,500,0.01,4,[ -9.41984189  -4.43866862 -21.73299815],0.14538328037172443,2.811023712158203
338,griewank,"(-100, 100)",3,300,500,0.1,2,[21.97973997 17.75548933 38.03059637],0.5618863525440986,2.7811167240142822
339,griewank,"(-100, 100)",3,300,500,0.1,3,[28.25849184  8.87559134 -5.43068807],0.22687318785155042,2.8001959323883057
340,griewank,"(-100, 100)",3,300,500,0.1,4,[ 3.45406968e+01 -3.10697984e+01  9.69658756e-04],0.539970404447219,2.826888084411621
341,rastrigin,"(-5.12, 5.12)",10,1000,1000,0.1,4,"[-5.54375400e-04  9.95379515e-01 -1.99015428e+00 -2.98353966e+00
 -1.99009206e+00  2.96887052e-04 -9.94192913e-01 -1.98976527e+00
 -1.99030493e+00  1.98976027e+00]",30.84430450844762,15.342334985733032
342,griewank,"(-100, 100)",3,300,750,0.001,2,[ -8.71240567  -4.07829153 -20.33683943],0.6299032653150483,4.17803692817688
343,griewank,"(-100, 100)",3,300,750,0.001,3,[ -3.09110027 -27.12594699   6.39285175],0.3911121670758201,4.1839752197265625
344,griewank,"(-100, 100)",3,300,750,0.001,4,[-44.24109496  -8.321504    -9.70760399],0.8367132883980555,4.288198947906494
345,griewank,"(-100, 100)",3,300,750,0.01,2,[ 1.56999998e+01 -2.21922601e+01  3.19369635e-05],0.18490100900290374,4.164246082305908
346,griewank,"(-100, 100)",3,300,750,0.1,2,[ 18.84099794  17.75159602 -21.73211494],0.28591952699506684,4.156338214874268
347,griewank,"(-100, 100)",3,300,750,0.01,3,[ 1.25600889e+01 -1.77536599e+01 -2.48393714e-04],0.11833665659716985,4.258372068405151
348,griewank,"(-100, 100)",3,300,750,0.01,4,[-34.54012719 -17.75377178  -5.4334716 ],0.38467540041253456,4.272861003875732
349,griewank,"(-100, 100)",3,300,750,0.1,3,[ 12.55930921 -17.75383708  10.86477545],0.14790190352626342,4.227344036102295
350,griewank,"(-100, 100)",3,300,750,0.1,4,[ 9.25045341e-04 -3.10703057e+01  5.43453867e+00],0.2489559135049325,4.274851083755493
351,griewank,"(-100, 100)",3,300,1000,0.001,2,[-28.25283676 -26.52419274  -5.57122609],0.3906493571482623,5.713327884674072
352,griewank,"(-100, 100)",5,500,250,0.001,2,[ -0.60494953  -2.73950665 -32.05094803   1.64745292 -29.13070861],1.6403218898533476,2.3062589168548584
353,griewank,"(-100, 100)",3,300,1000,0.001,3,[ 12.56009597 -26.63065059 -32.59947639],0.48301417678681347,5.736559867858887
354,griewank,"(-100, 100)",3,300,1000,0.001,4,[ 12.59880727 -34.98474432  10.38585536],0.48775334868347464,5.713841915130615
355,griewank,"(-100, 100)",3,300,1000,0.01,2,[  3.13998573 -44.38446228   5.4334095 ],0.5028444762997327,5.543244123458862
356,griewank,"(-100, 100)",3,300,1000,0.01,3,[-28.26026971 -17.75373482 -27.16617204],0.4634154128472697,5.689136028289795
357,griewank,"(-100, 100)",5,500,250,0.001,3,[-12.71542879 -49.26594204  30.93571619   0.97393582  19.88442947],1.5875650364906588,2.3945600986480713
358,griewank,"(-100, 100)",5,500,250,0.001,4,[ 41.20760847  13.34364155 -28.0941443  -30.50371481   0.28135869],1.174327988299905,2.3631441593170166
359,griewank,"(-100, 100)",3,300,1000,0.1,2,[ -6.27874448 -22.19264626   5.43252619],0.14050357009769,5.527508974075317
360,griewank,"(-100, 100)",3,300,1000,0.01,4,[ 2.82602876e+01 -2.14647708e-04 -5.43320410e+00],0.20715073856280664,5.689360857009888
361,griewank,"(-100, 100)",3,300,1000,0.1,3,[-15.69986363  -8.87817375 -27.16644349],0.2661520302978566,5.593903303146362
362,griewank,"(-100, 100)",3,300,1000,0.1,4,[ 21.980804    13.31476725 -10.8681798 ],0.19477630464552176,5.703108072280884
363,griewank,"(-100, 100)",5,500,250,0.01,2,[15.65646563 -0.86922308 28.31034984 -5.5471868  -6.39507973],0.6918983327341408,2.3297410011291504
364,griewank,"(-100, 100)",5,500,250,0.01,3,[-0.03620796 31.50982924 -0.81364025  7.15717385 12.19296843],0.7763756405401263,2.3346121311187744
365,griewank,"(-100, 100)",5,500,250,0.01,4,[ 40.82106239  22.19163613  21.73300062   6.26962668 -35.03379065],0.975793563746724,2.380096912384033
366,griewank,"(-100, 100)",5,500,250,0.1,2,"[-6.27740142e+00  8.87432412e+00  2.31751197e-03  3.13631982e+01
  2.10148637e+01]",0.38661119273666045,2.310142993927002
367,griewank,"(-100, 100)",5,500,250,0.1,3,[25.12033307 -8.88034671 16.29195226  6.27507032 28.02484475],0.45084129559053043,2.3586950302124023
368,griewank,"(-100, 100)",5,500,250,0.1,4,"[-9.42161739e+00  3.99512265e+01 -2.03059054e-03 -3.76176061e+01
  1.40115849e+01]",0.8253506771794122,2.376020908355713
369,griewank,"(-100, 100)",5,500,500,0.001,2,[-31.16656581  31.17024808  -0.81134486 -11.22387735   9.30919955],1.1860570211008834,4.608372926712036
370,griewank,"(-100, 100)",5,500,500,0.001,3,[ 33.30560068   8.68714377   6.69371298   7.67622647 -32.22325513],1.533473828366687,4.699196100234985
371,griewank,"(-100, 100)",5,500,500,0.001,4,[  9.85086132 -27.43587017  27.13936598  19.00765895  -5.05069474],1.002440430987548,4.771460056304932
372,griewank,"(-100, 100)",5,500,500,0.01,2,[-3.141483   13.31416037 21.73174109 18.81104155  7.0090344 ],0.2660502629102359,4.615830183029175
373,griewank,"(-100, 100)",5,500,500,0.01,3,[-12.5599759  -26.63155075  21.7330677  -25.08268913  14.01487923],0.5420153440919623,4.703099012374878
374,griewank,"(-100, 100)",5,500,500,0.01,4,[  3.13951685 -17.75324408 -38.0327879    6.27099579 -21.02186094],0.564114819331552,4.690837144851685
375,griewank,"(-100, 100)",5,500,500,0.1,2,"[ 9.42331911e+00  1.33189063e+01 -6.82447326e-03  6.28109413e+00
 -7.00041282e+00]",0.08875518903860424,4.6317970752716064
376,griewank,"(-100, 100)",5,500,500,0.1,3,[  6.28100262  17.75263522  32.5991554  -31.36353994  -7.00720343],0.6133905447975673,4.707910060882568
377,griewank,"(-100, 100)",5,500,500,0.1,4,[ 9.41414747 -8.87228183 -5.43354271 18.80554861  7.007104  ],0.1502894149761418,4.811197996139526
378,griewank,"(-100, 100)",5,500,750,0.001,2,[ -4.5686075  -18.11841479  10.77336515 -14.94154177  38.1735985 ],1.5257614936805766,6.982017993927002
379,griewank,"(-100, 100)",5,500,750,0.001,3,[22.14352335 30.53915935 14.9114072  10.63778733  4.83619804],1.2467241103903333,7.018142938613892
380,griewank,"(-100, 100)",5,500,750,0.01,2,"[ 3.45402222e+01  4.43840605e+01 -1.08658882e+01  3.83871166e-04
 -2.10222583e+01]",0.9317139651927587,6.916507959365845
381,griewank,"(-100, 100)",5,500,750,0.001,4,[ 9.31562878 -3.27757512 50.35801306  5.44715752 26.75093589],1.490518471913687,7.220473051071167
382,griewank,"(-100, 100)",5,500,750,0.01,3,"[-5.30404524e-04  2.21922775e+01 -5.43396713e+00 -1.25414716e+01
  5.29243382e-04]",0.17003778837251504,7.047493934631348
383,griewank,"(-100, 100)",5,500,750,0.1,2,[  9.41940652  -4.44302176 -27.17244029   6.26389897 -28.02172404],0.41867596369154736,6.860499858856201
384,griewank,"(-100, 100)",5,500,750,0.01,4,"[-1.05956378e-03 -2.21922643e+01  2.71658782e+01 -6.27040792e+00
 -2.10217220e+01]",0.4286311914634118,7.137883186340332
385,griewank,"(-100, 100)",5,500,750,0.1,3,"[-9.41631466e+00 -3.99413256e+01 -3.11139138e-04 -2.50837343e+01
  1.40128542e+01]",0.6283512567155763,7.012700319290161
386,griewank,"(-100, 100)",5,500,750,0.1,4,[ 3.13890716 13.31715526 10.86578844 25.09406464 42.03786064],0.6770435624725063,7.084821939468384
387,griewank,"(-100, 100)",5,500,1000,0.001,2,[ 31.25335774  -8.27710155  11.47455209 -11.54364064  12.09147505],0.8921589478667074,9.42016315460205
388,griewank,"(-100, 100)",10,1000,250,0.001,2,"[ 21.84197134   1.72093852 -22.36832484  52.2815813   20.00712217
  34.77027204  15.38907673   9.32224141  17.8022338    3.28852843]",2.489915717786377,4.717696905136108
389,griewank,"(-100, 100)",5,500,1000,0.001,3,[ 24.89810911  26.31479512 -17.72220023  -6.78044294 -14.37027551],0.8433208912171154,9.379585027694702
390,griewank,"(-100, 100)",10,1000,250,0.001,3,"[ 35.24465444  37.09848751 -50.84899289   0.62348692  33.24475747
   8.0014716   21.10601829  25.07065976 -11.56828291  23.05815303]",3.0326517730670925,4.771213054656982
391,griewank,"(-100, 100)",5,500,1000,0.001,4,[10.15345173 27.76825977  4.99034351  5.21399026 36.50489082],1.207153889102482,9.422035932540894
392,griewank,"(-100, 100)",5,500,1000,0.01,2,"[-4.39600855e+01  8.87668103e+00  4.30542568e-04  9.55154063e-04
  1.57775801e-03]",0.5030888374903995,9.26813006401062
393,griewank,"(-100, 100)",5,500,1000,0.01,4,"[ 9.41975458e+00 -4.43886118e+00  5.43172082e+00 -9.13587948e-04
  7.00705444e+00]",0.04682333181726128,9.41857123374939
394,griewank,"(-100, 100)",5,500,1000,0.1,2,[ -9.42290143  17.75156107 -21.73150404   6.27608346  14.01506471],0.27841547601692307,9.156415939331055
395,griewank,"(-100, 100)",5,500,1000,0.01,3,"[-5.65510032e-04  1.33153218e+01  5.94589660e-04  1.25401146e+01
 -2.10233306e+01]",0.19452517716669548,9.574607133865356
396,griewank,"(-100, 100)",5,500,1000,0.1,3,"[-2.19809251e+01 -1.77514006e+01 -2.17274003e+01 -6.26737287e+00
 -3.45623694e-05]",0.32783616285867767,9.481528997421265
397,griewank,"(-100, 100)",5,500,1000,0.1,4,"[-3.14003270e+00 -2.24389841e-03  4.34662447e+01 -4.38915404e+01
 -1.40118313e+01]",1.0073698177945398,31.891534090042114
398,griewank,"(-100, 100)",10,1000,250,0.001,4,"[ 41.06885863   7.70594373 -12.94935481  28.58888182 -34.40686948
  34.32659705  14.58689407  26.6260915    9.96157636  -9.10875481]",2.546266968736072,27.26412796974182
399,griewank,"(-100, 100)",10,1000,250,0.01,2,"[ -6.73994577   9.3654681   40.09186977  13.8311258   12.58868764
 -25.68173464 -26.85926189  38.43400915  20.02347525 -52.4222132 ]",2.999518829160688,27.134065866470337
400,griewank,"(-100, 100)",10,1000,250,0.01,3,"[-41.69932898 -38.18363957  -6.30717632 -39.68222389 -29.79882763
 -36.22714057  22.77274448  -8.79267335 -12.7290673   -2.13047382]",2.953285698097532,27.220414400100708
401,griewank,"(-100, 100)",10,1000,250,0.01,4,"[ 41.86307313  18.74981618   1.29226673  25.61919762   0.77891205
  50.97096063 -21.18440302  58.26430687  -6.13144059  -3.30017532]",3.3138155068115256,27.224503993988037
402,griewank,"(-100, 100)",10,1000,250,0.1,2,"[-12.55797226  44.54423958 -43.40391402  37.30076147 -27.41747573
  45.7798183  -25.0892542    9.77480487  -0.76154757  18.83408456]",2.537860296519727,27.258437871932983
403,griewank,"(-100, 100)",10,1000,250,0.1,3,"[ 18.86512069  13.27188632  54.34080165  -6.33104058  14.04130364
  -7.86364127 -25.05774997   8.79675992 -28.48747884 -19.54921808]",1.4343519934312339,27.24870991706848
404,griewank,"(-100, 100)",10,1000,250,0.1,4,"[  0.079646    -0.07082281  -0.28078199 -43.9183402    0.58427297
 -14.53238507 -25.32883299  -8.4606597   57.66641074  47.88744535]",2.432485335634605,27.23189616203308
405,griewank,"(-100, 100)",10,1000,500,0.001,2,"[ 14.41016966   3.11885721  38.23329222  10.54683291  43.63135001
  38.72060411 -26.12093777  31.10813133 -37.8960061  -12.34741403]",3.1078699469870976,32.92676305770874
406,griewank,"(-100, 100)",10,1000,500,0.001,3,"[-17.76500922   4.80434077  21.73746312 -10.93076244 -20.40369155
  -5.38480835 -25.46062566  11.30863175 -38.04918454  -9.00766735]",1.814368633882947,33.10205316543579
407,griewank,"(-100, 100)",10,1000,500,0.001,4,"[  2.0271886  -18.57189161  50.99532581 -12.49181207 -13.62675537
  21.23775665 -25.74820123 -21.84756589 -38.23849461 -73.63943261]",3.945327144974412,10.727410078048706
408,griewank,"(-100, 100)",10,1000,500,0.01,2,"[  3.58908799  -0.71559968  28.90434783  -0.13340885 -43.57088931
 -20.7927116  -10.88786382 -13.34075388  46.11666364  43.10800846]",2.865529983713399,10.54872179031372
409,griewank,"(-100, 100)",10,1000,500,0.01,3,"[ 25.40957406  40.87712663   6.00192074  44.96499057 -14.07213191
  -7.67366693  -0.66845571  52.1252632  -11.50335598  -8.24083231]",2.5073511198754987,10.611335039138794
410,griewank,"(-100, 100)",10,1000,500,0.01,4,"[-10.44577357  -5.66341196  13.32242788  71.25986358  -6.42164208
  20.16594397  -0.25480401 -45.71100781  29.36535282 -12.22968716]",3.2306508062537116,11.133568048477173
411,griewank,"(-100, 100)",10,1000,500,0.1,2,"[ 53.38248409 -22.19070621  16.30430557 -25.07403375   7.01752619
  15.36018209 -57.97925324 -17.68527632  -9.37745027  19.79009259]",2.1738294342082467,10.77345895767212
412,griewank,"(-100, 100)",10,1000,500,0.1,3,"[ 2.51243071e+01  2.66198756e+01 -2.71752204e+01 -3.13464755e+01
 -2.80324763e+01  1.53600293e+01 -5.79799531e+01  8.85633607e+00
  1.92502258e-02  8.11969093e-04]",1.8853963194363996,10.888850927352905
413,griewank,"(-100, 100)",10,1000,500,0.1,4,"[78.50509246 -4.43590818 16.28815045 25.07382434 21.01628801  7.6782495
  8.28596208  8.85126313 37.53079402 -9.87265623]",2.311110646219677,10.998536825180054
414,griewank,"(-100, 100)",10,1000,750,0.001,2,"[ 16.23108537 -24.31306012 -28.681934   -21.58220556 -33.31056454
  16.7480046   66.42770804 -30.77135478  15.16815277  19.68979195]",3.377366603798581,16.33025097846985
415,griewank,"(-100, 100)",10,1000,750,0.001,3,"[ 27.92276573 -37.68973842  36.60401155 -31.93552923   9.82499351
 -16.26732696  15.44598623   3.70279366  -2.17119513  38.97806204]",2.6727814353736195,16.64809012413025
416,griewank,"(-100, 100)",10,1000,750,0.01,2,"[-22.86655695  17.43513187  -7.32181103 -23.08943057  -9.88725074
 -11.42816334  22.63626677 -12.09022391 -18.15191244 -24.29941168]",1.805028917768956,16.330307245254517
417,griewank,"(-100, 100)",10,1000,750,0.001,4,"[ -4.00516302 -21.89298747  41.367602    47.39498504  30.66330491
 -27.58072849  -2.84410474 -35.19482176  -3.58167123   0.97503405]",2.8531152074430324,16.728895902633667
418,griewank,"(-100, 100)",10,1000,750,0.01,3,"[-15.14611219  51.12024595 -34.77385307   3.02523406 -11.43491475
  24.32773812   9.89292376 -27.41150946  21.73549734  12.53570955]",2.5656561470218975,16.5002658367157
419,griewank,"(-100, 100)",10,1000,750,0.01,4,"[-15.69711079  13.31104007   5.4474664   18.8248182  -28.01720443
   7.67667653   0.03790121 -17.70189131   9.3738224  -19.70342067]",0.6130863743006201,16.89867901802063
420,griewank,"(-100, 100)",10,1000,750,0.1,2,"[-18.84423967   4.43488086   5.43290573 -37.63247403  49.04546513
 -15.33801247 -24.83580452  53.10010915   9.37806789  -9.89365529]",2.0271175962771526,16.955531120300293
421,griewank,"(-100, 100)",10,1000,750,0.1,3,"[ 3.14459886e+00  6.21398366e+01 -5.42369386e+00  2.50768450e+01
 -1.40064189e+01 -3.83548785e+01 -1.65630921e+01  1.76958142e+01
 -3.67825990e-03 -9.88767745e+00]",1.7240172323569416,16.977121114730835
422,griewank,"(-100, 100)",10,1000,750,0.1,4,"[ 4.39651118e+01  8.87217505e+00 -1.08624051e+01  1.88239988e+01
 -2.65237395e-03 -1.53591161e+01 -2.48562283e+01 -2.43411058e-02
  3.75291622e+01 -2.86563403e-02]",1.189097468604075,17.339493989944458
423,rosenbrock,"(-10, 10)",3,300,250,0.001,2,[-0.16812612  0.68963292 -0.63686441],168.9576861345821,1.729524850845337
424,rosenbrock,"(-10, 10)",3,300,250,0.001,3,[1.13865957 2.61352234 7.32477217],200.4960450550856,1.8194608688354492
425,rosenbrock,"(-10, 10)",3,300,250,0.001,4,[ 1.3615229   0.7248414  -0.04302076],159.95830985998063,1.8164596557617188
426,griewank,"(-100, 100)",10,1000,1000,0.001,2,"[ 16.30909807 -50.9556749    7.84080585  12.48106504 -24.96932181
 -29.33788705  20.20600308 -10.53997767 -22.64939616   4.59260792]",2.4043273034565105,23.269986152648926
427,rosenbrock,"(-10, 10)",3,300,250,0.01,2,[1.81849936 1.98819614 2.55045226],372.24765626357964,1.8045539855957031
428,rosenbrock,"(-10, 10)",3,300,250,0.01,3,[-1.57903617  2.00795943  3.89336465],33.147550562692956,1.848332166671753
429,rosenbrock,"(-10, 10)",3,300,250,0.01,4,[-0.68515805 -0.10760254  0.28276171],44.71857442458037,1.8724370002746582
430,rosenbrock,"(-10, 10)",3,300,250,0.1,2,[-1.00649203 -0.44276749 -0.4588796 ],260.9334822562071,1.6644670963287354
431,rosenbrock,"(-10, 10)",3,300,250,0.1,3,[0.96821207 0.9364338  0.87276817],0.006865330063552194,1.6021361351013184
432,rosenbrock,"(-10, 10)",3,300,250,0.1,4,[1.19870009 2.24699077 5.87603621],135.62636644334194,1.478332757949829
433,griewank,"(-100, 100)",10,1000,1000,0.001,3,"[ 34.62044563 -13.17231557 -21.71927929 -47.34136342  68.52190729
 -28.95473451  -9.27510241 -17.08452212   4.56320439  -6.24166994]",3.5130822138153226,23.786455154418945
434,rosenbrock,"(-10, 10)",3,300,500,0.001,2,[-0.68408134  2.77275086  8.00556106],547.256659898432,2.826063871383667
435,rosenbrock,"(-10, 10)",3,300,500,0.001,3,[-0.60298057 -0.23494039  2.42736229],602.6347785993561,2.8061091899871826
436,rosenbrock,"(-10, 10)",3,300,500,0.001,4,[-0.05547008  1.52817322  1.90555181],252.45435296943361,2.7914321422576904
437,rosenbrock,"(-10, 10)",3,300,500,0.01,2,[1.15184361 1.32868157 1.76899452],0.13275945455851132,2.708656072616577
438,rosenbrock,"(-10, 10)",3,300,500,0.01,3,[-0.75659904  0.58411437  0.34415964],3.2731073370448818,2.768183946609497
439,griewank,"(-100, 100)",10,1000,1000,0.01,2,"[-16.61411146 -46.47818792  21.00825556 -46.58648935 -28.87776746
   0.4902201  -37.66505454  43.92388398   5.68565434  -8.88170873]",3.334824400950145,22.641268014907837
440,griewank,"(-100, 100)",10,1000,1000,0.001,4,"[-58.34147178  21.99322908  28.63872056 -30.89771882   8.8431009
 -33.48720444  13.50009335  33.09860206  41.330055   -14.60899423]",3.5149542946898755,23.342642784118652
441,rosenbrock,"(-10, 10)",3,300,500,0.01,4,[0.99927049 0.99849627 0.99690325],3.836141754825398e-06,2.864035129547119
442,griewank,"(-100, 100)",10,1000,1000,0.01,3,"[ 53.30451924  13.27813099  -0.20732149 -37.20193261 -35.73192159
  38.18009692   8.69624294  17.3088117    8.07339977  21.44644001]",2.3031041026887857,22.76328420639038
443,griewank,"(-100, 100)",10,1000,1000,0.01,4,"[-75.2851364   22.01517747  -5.20398515 -12.25816523  15.07848221
 -23.58719249  17.24593688  18.75351354  36.54440574  10.11844194]",2.5853152076724406,23.125503063201904
444,rosenbrock,"(-10, 10)",3,300,500,0.1,2,[ 0.57019078 -1.67211307  3.51581934],458.0373721032051,2.856271982192993
445,griewank,"(-100, 100)",10,1000,1000,0.1,2,"[-3.14063948e+01  1.33112423e+01  2.17245350e+01 -3.13512464e+01
  2.80436475e+01 -7.68308379e+00  3.31351637e+01 -1.55048800e-02
 -1.87548444e+01  2.96537389e+01]",1.452008179084939,22.4535710811615
446,rosenbrock,"(-10, 10)",3,300,500,0.1,3,[1.33422203 1.77707568 3.15168964],0.7204746649713734,2.766019821166992
447,rosenbrock,"(-10, 10)",3,300,500,0.1,4,[0.99959393 0.99830338 0.99362509],0.0009720645940707715,2.8317251205444336
448,griewank,"(-100, 100)",10,1000,1000,0.1,4,"[ 2.51200359e+01  1.77600293e+01 -3.25889913e+01  4.93454267e-03
 -1.40111887e+01 -3.83781261e+01 -1.65497631e+01 -3.54059118e+01
 -1.24682049e-03  9.87060743e+00]",1.3290686836839594,22.048293113708496
