,antigen_recognition_function,antigenic_feature_count,somatic_hypermutation_cycles,somatic_hypermutation_rate,clonal_expansion_factor,immune_responses,immune_memory_lymphocytes_count,best_fitness,elapsed_time
3496,griewank,5,1000,0.001,4,3,0.001,1.2011306393794317,57.34956192970276
3497,griewank,5,1000,0.001,3,5,0.1,0.3401365782849982,96.25275015830994
3498,griewank,5,1000,0.001,2,10,0.1,0.1774656089566801,189.08031105995178
3499,griewank,5,1000,0.001,4,3,0.01,0.4751167044278943,57.421217918395996
3500,griewank,5,1000,0.001,4,5,0.001,1.409165310159708,96.57920575141907
3501,griewank,5,1000,0.001,3,10,0.001,1.423468845543831,189.9408700466156
3502,griewank,5,1000,0.001,4,3,0.1,0.3304549848031897,58.70873546600342
3503,griewank,5,1000,0.001,3,10,0.01,0.5494036610483631,189.77710151672363
3504,griewank,5,1000,0.001,4,5,0.01,0.6626331505142553,95.69171595573425
3505,griewank,5,1000,0.01,2,3,0.001,0.1846994082137331,54.68686819076538
3506,griewank,5,1000,0.001,3,10,0.1,0.5350746799379864,191.2236931324005
3507,griewank,5,1000,0.001,4,5,0.1,0.6357738021917548,95.89260220527649
3508,griewank,5,1000,0.01,2,3,0.01,0.4556995597357456,55.77163052558899
3509,griewank,5,1000,0.01,2,5,0.001,0.4286356045833184,91.92940783500671
3510,griewank,5,1000,0.001,4,10,0.001,1.291375961179611,191.49567317962646
3511,griewank,5,1000,0.01,2,3,0.1,0.1577463570790986,56.879082918167114
3512,griewank,5,1000,0.01,2,5,0.01,0.068976722752422,93.03606224060059
3513,griewank,5,1000,0.001,4,10,0.01,0.7370123471224608,192.06603980064392
3514,griewank,5,1000,0.01,3,3,0.001,0.591183842128,56.10042119026184
3515,griewank,5,1000,0.01,2,5,0.1,0.3672547783467985,94.36788964271545
3516,griewank,5,1000,0.001,4,10,0.1,0.2833802869833353,192.3227243423462
3517,griewank,5,1000,0.01,3,3,0.01,0.7362296934857413,57.61935615539551
3518,griewank,5,1000,0.01,3,5,0.001,0.5271125259793844,96.2648503780365
3519,griewank,5,1000,0.01,2,10,0.001,0.9214896603893956,190.3162920475006
3520,griewank,5,1000,0.01,3,3,0.1,0.3423888245537601,58.73303508758545
3521,griewank,5,1000,0.01,3,5,0.01,0.4803094469293869,96.6971230506897
3522,griewank,5,1000,0.01,2,10,0.01,0.5048087726391084,190.26746916770935
3523,griewank,5,1000,0.01,4,3,0.001,0.5540852976813544,57.795817375183105
3524,griewank,5,1000,0.01,3,5,0.1,0.6354562650758041,96.64854097366333
3525,griewank,5,1000,0.01,2,10,0.1,0.0566359306988968,188.98987913131714
3526,griewank,5,1000,0.01,4,3,0.01,0.5295343089562988,58.02851057052612
3527,griewank,5,1000,0.01,4,5,0.001,0.3743334998700758,97.73651361465454
3528,griewank,5,1000,0.01,3,10,0.001,0.5370435299267243,193.09051847457886
3529,griewank,5,1000,0.01,4,3,0.1,0.4088275071353824,58.45842480659485
3530,griewank,5,1000,0.01,4,5,0.01,0.4804915447255402,96.70734906196594
3531,griewank,5,1000,0.01,3,10,0.01,0.1822332423967146,191.66968441009521
3532,griewank,5,1000,0.1,2,3,0.001,0.5595571446725256,57.56892991065979
3533,griewank,5,1000,0.01,4,5,0.1,0.2243868956655952,97.24652695655823
3534,griewank,5,1000,0.01,3,10,0.1,0.3694650148897902,191.33208084106445
3535,griewank,5,1000,0.1,2,3,0.01,0.8204640074055298,56.62084197998047
3536,griewank,5,1000,0.1,2,5,0.001,1.0225899934030631,94.75937008857727
3537,griewank,5,1000,0.01,4,10,0.001,0.2291568514022305,195.17829537391663
3538,griewank,5,1000,0.1,2,3,0.1,0.2487948011733302,56.89217782020569
3539,griewank,5,1000,0.1,2,5,0.01,0.2810041305464346,93.83471417427063
3540,griewank,5,1000,0.01,4,10,0.01,0.1478029146240435,193.94503331184387
3541,griewank,5,1000,0.1,3,3,0.001,0.4064649070872328,57.756032943725586
3542,griewank,5,1000,0.1,2,5,0.1,0.3200766341029962,93.82520341873169
3543,griewank,5,1000,0.1,3,3,0.01,0.3178732679351947,56.497559785842896
3544,griewank,5,1000,0.01,4,10,0.1,0.5125320005759703,193.66095781326294
3545,griewank,5,1000,0.1,3,5,0.001,0.5225701550309744,95.7362711429596
3546,griewank,5,1000,0.1,2,10,0.001,1.1056614316587994,188.52790880203247
3547,griewank,5,1000,0.1,3,3,0.1,0.4014004089074718,56.85913348197937
3548,griewank,5,1000,0.1,3,5,0.01,0.4581922763817285,95.3414785861969
3549,griewank,5,1000,0.1,2,10,0.01,0.1257647468731263,190.44323253631592
3550,griewank,5,1000,0.1,4,3,0.001,0.2093702468726261,58.3122832775116
3551,griewank,5,1000,0.1,2,10,0.1,0.5519038774013665,188.2198827266693
3552,griewank,5,1000,0.1,3,5,0.1,0.946075338905434,94.85439562797546
3553,griewank,5,1000,0.1,4,3,0.01,0.4755494710954513,58.13058543205261
3554,griewank,5,1000,0.1,4,5,0.001,0.5569233582081285,96.8551299571991
3555,griewank,5,1000,0.1,3,10,0.001,0.5004318043593317,190.45293998718262
3556,griewank,10,250,0.001,2,3,0.001,2.315338416787422,28.013070821762085
3557,griewank,5,1000,0.1,4,3,0.1,0.3201167536514946,85.53552794456482
3558,griewank,5,1000,0.1,4,5,0.01,0.0788552074297694,97.01589035987854
3559,griewank,5,1000,0.1,3,10,0.01,0.4583583982883007,191.18641090393066
3560,griewank,10,250,0.001,2,5,0.001,2.6774317702284423,47.17832040786743
3561,griewank,10,250,0.001,2,3,0.01,1.834447638564054,28.242072343826294
3562,griewank,5,1000,0.1,4,5,0.1,0.8056795202353143,96.01922988891602
3563,griewank,5,1000,0.1,3,10,0.1,0.4997337963337808,190.67395305633545
3564,griewank,10,250,0.001,2,5,0.01,2.4340721043693643,48.29820156097412
3565,griewank,10,250,0.001,2,3,0.1,2.180923474719115,28.64279007911682
3566,griewank,10,250,0.001,3,3,0.001,2.342767150713793,57.29902410507202
3567,griewank,10,250,0.001,2,5,0.1,3.0241007605830457,48.1287477016449
3568,griewank,5,1000,0.1,4,10,0.001,0.3793147139177137,192.7232060432434
3569,griewank,10,250,0.001,2,10,0.001,2.039093509194081,288.51280999183655
3570,griewank,10,250,0.001,3,3,0.01,2.3421357315606963,29.620250940322876
3571,griewank,10,250,0.001,3,5,0.001,2.611240129292508,50.04796242713928
3572,griewank,10,250,0.001,2,10,0.01,2.063015056872689,97.473641872406
3573,griewank,10,250,0.001,3,3,0.1,2.5120225046601803,29.652353763580322
3574,griewank,10,250,0.001,3,5,0.01,1.9250296044111463,49.12130618095398
3575,griewank,5,1000,0.1,4,10,0.01,0.2586181648847501,195.20807194709778
3576,griewank,10,250,0.001,2,10,0.1,2.0379965816683683,291.99839091300964
3577,griewank,10,250,0.001,4,3,0.001,2.377854895174919,30.713541984558105
3578,griewank,10,250,0.001,3,5,0.1,2.168854089307157,49.625200510025024
3579,griewank,10,250,0.001,3,10,0.001,1.6496149475419797,99.48376893997192
3580,griewank,10,250,0.001,4,3,0.01,2.6461347897170207,30.57802391052246
3581,griewank,5,1000,0.1,4,10,0.1,0.3376759059660388,195.20636582374573
3582,griewank,10,250,0.001,4,5,0.001,2.152465443724968,50.80675530433655
3583,griewank,10,250,0.001,4,3,0.1,2.913734164698769,30.7122802734375
3584,griewank,10,250,0.001,3,10,0.01,2.3052979028335345,99.42506313323975
3585,griewank,10,250,0.001,4,5,0.01,1.9056587091962431,50.475348711013794
3586,griewank,10,250,0.01,2,3,0.001,2.34497163144411,30.002973079681396
3587,griewank,10,250,0.001,3,10,0.1,1.41736235509943,101.62341570854187
3588,griewank,10,250,0.001,4,5,0.1,2.4578722127885606,50.89445400238037
3589,griewank,10,250,0.01,2,3,0.01,1.9786436507855023,29.344848155975342
3590,griewank,10,250,0.01,2,5,0.001,1.9663170402777344,48.66421627998352
3591,griewank,10,250,0.001,4,10,0.001,2.1690855229353594,100.75506448745728
3592,griewank,10,250,0.01,2,5,0.01,2.3062085862361723,48.29680919647217
3593,griewank,10,250,0.01,2,3,0.1,2.873503717203251,29.36700701713562
3594,griewank,10,250,0.001,4,10,0.01,2.1776080892599325,101.95822167396545
3595,griewank,10,250,0.01,3,3,0.001,1.6832927289992383,29.643739938735962
3596,griewank,10,250,0.01,2,5,0.1,2.38254581122245,48.46441912651062
3597,griewank,10,250,0.001,4,10,0.1,1.9634896255334449,100.89083623886108
3598,griewank,10,250,0.01,3,3,0.01,2.8143436917472404,29.978670835494995
3599,griewank,10,250,0.01,3,5,0.001,2.5164999121398837,49.3229558467865
3600,griewank,10,250,0.01,2,10,0.001,2.1423769873651723,97.4682674407959
3601,griewank,10,250,0.01,3,3,0.1,2.3451721776601913,29.56180500984192
3602,griewank,10,250,0.01,2,10,0.01,2.213700701629513,97.01043009757996
3603,griewank,10,250,0.01,3,5,0.01,2.265374421105495,49.86191201210022
3604,griewank,10,250,0.01,4,3,0.001,2.090401480875598,30.43525218963623
3605,griewank,10,250,0.01,2,10,0.1,1.4032608698685198,97.4232349395752
3606,griewank,10,250,0.01,3,5,0.1,1.8953479936548472,50.0977258682251
3607,griewank,10,250,0.01,4,3,0.01,2.8141388960731506,30.116658926010132
3608,griewank,10,250,0.01,4,5,0.001,1.0195895010205105,50.3214476108551
3609,griewank,10,250,0.01,3,10,0.001,1.0379268818565377,98.66047859191895
3610,griewank,10,250,0.01,4,3,0.1,2.6163420484614885,29.695593118667603
3611,griewank,10,250,0.01,4,5,0.01,1.565723160151256,50.093477964401245
3612,griewank,10,250,0.01,3,10,0.01,2.0227021164649575,98.3881561756134
3613,griewank,10,250,0.1,2,3,0.001,1.6118828992128318,28.386910676956177
3614,griewank,10,250,0.01,4,5,0.1,1.7870438058525695,49.39232873916626
3615,griewank,10,250,0.01,3,10,0.1,1.3047186685018977,99.62537956237793
3616,griewank,10,250,0.1,2,3,0.01,1.6707220792117377,28.769549846649166
3617,griewank,10,250,0.1,2,5,0.001,1.7892309678199396,47.6995313167572
3618,griewank,10,250,0.01,4,10,0.001,1.7983614936940435,99.76749467849731
3619,griewank,10,250,0.1,2,3,0.1,1.431452922092974,29.414461851119995
3620,griewank,10,250,0.1,2,5,0.01,2.045156730903824,48.46713304519653
3621,griewank,10,250,0.01,4,10,0.01,1.8097997237202268,99.24144458770752
3622,griewank,10,250,0.1,3,3,0.001,1.8314389415186056,30.113606214523315
3623,griewank,10,250,0.1,2,5,0.1,2.071508863852652,50.05104970932007
3624,griewank,10,250,0.01,4,10,0.1,2.0325320433548617,99.75910258293152
3625,griewank,10,250,0.1,3,3,0.01,1.582207864556731,30.162870168685913
3626,griewank,10,250,0.1,2,10,0.001,1.6399481672424492,97.09292531013489
3627,griewank,10,250,0.1,3,5,0.001,1.2424554930489504,50.37593936920166
3628,griewank,10,250,0.1,3,3,0.1,1.454106096368433,30.3214008808136
3629,griewank,10,250,0.1,2,10,0.01,1.5718609771546057,98.0881609916687
3630,griewank,10,250,0.1,3,5,0.01,2.2590524791550552,49.56555151939392
3631,griewank,10,250,0.1,4,3,0.001,1.5315113463400791,29.576513051986694
3632,griewank,10,250,0.1,3,5,0.1,2.2343304091730234,49.7774703502655
3633,griewank,10,250,0.1,2,10,0.1,1.6520944449491428,99.36308169364929
3634,griewank,10,250,0.1,4,3,0.01,0.8731778288007161,30.116739988327026
3635,griewank,10,250,0.1,4,5,0.001,1.5305058013297748,50.26546049118042
3636,griewank,10,250,0.1,3,10,0.001,1.8256154562163336,100.59476590156555
3637,griewank,10,250,0.1,4,3,0.1,1.7546831267229717,29.65689516067505
3638,griewank,10,250,0.1,4,5,0.01,2.12268614689777,49.73734974861145
3639,griewank,10,250,0.1,3,10,0.01,2.5141784190108827,98.47096085548401
3640,griewank,10,250,0.1,4,5,0.1,1.7590433818843687,50.085811376571655
3641,griewank,10,250,0.1,3,10,0.1,1.3498174639233826,98.30917930603027
3642,griewank,10,500,0.001,2,3,0.001,2.3480036016376973,57.7622709274292
3643,griewank,10,250,0.1,4,10,0.001,1.769457128511264,100.82706212997437
3644,griewank,10,500,0.001,2,3,0.01,2.625652074336102,57.11378002166748
3645,griewank,10,250,0.1,4,10,0.01,1.3224271858908625,98.45589089393616
3646,griewank,10,250,0.1,4,10,0.1,1.354528195947437,196.37029933929443
3647,griewank,10,500,0.001,2,5,0.001,2.223386390968218,96.01915192604065
3648,griewank,10,500,0.001,2,3,0.1,2.3945914902451735,57.308655738830566
3649,griewank,10,500,0.001,2,5,0.01,2.175790716930363,94.99680399894714
3650,griewank,10,500,0.001,3,3,0.001,2.5435230033041725,58.495211124420166
3651,griewank,10,500,0.001,2,5,0.1,2.7647293228628156,95.70108938217163
3652,griewank,10,500,0.001,3,3,0.01,2.9749292043236064,58.870116233825684
3653,griewank,10,500,0.001,3,5,0.001,2.836974763586531,96.83749294281006
3654,griewank,10,500,0.001,3,3,0.1,2.5737930951150534,59.07710099220276
3655,griewank,10,500,0.001,3,5,0.01,2.6028344891079307,98.68359231948853
3656,griewank,10,500,0.001,2,10,0.001,1.4207834183846189,193.5275821685791
3657,griewank,10,500,0.001,4,3,0.001,2.191192910914982,60.59795331954956
3658,griewank,10,500,0.001,2,10,0.01,2.429221361101519,195.65192294120789
3659,griewank,10,500,0.001,3,5,0.1,2.1692273031345692,99.91996312141418
3660,griewank,10,500,0.001,2,10,0.1,2.3588414764810333,197.00696206092834
3661,griewank,10,500,0.001,4,3,0.01,2.5678184908990795,59.7411732673645
3662,griewank,10,500,0.001,3,10,0.001,2.218258145866754,198.0101399421692
3663,griewank,10,500,0.001,4,5,0.001,1.815766075158882,100.34266185760498
3664,griewank,10,500,0.001,4,3,0.1,2.2615092785173534,59.85003709793091
3665,griewank,10,500,0.001,3,10,0.01,2.387995108017283,196.4015941619873
3666,griewank,10,500,0.001,4,5,0.01,2.571552170778713,97.96731042861938
3667,griewank,10,500,0.01,2,3,0.001,2.2097422918949823,56.93874168395996
3668,griewank,10,500,0.001,3,10,0.1,2.118035248091222,198.16066002845764
3669,griewank,10,500,0.001,4,5,0.1,1.8870553192557564,100.09973502159119
3670,griewank,10,500,0.01,2,3,0.01,2.300333940328284,57.383248805999756
3671,griewank,10,500,0.01,2,5,0.001,2.205163085666991,95.6357843875885
3672,griewank,10,500,0.001,4,10,0.001,2.118118265780244,198.63241314888
3673,griewank,10,500,0.01,2,3,0.1,2.913967726984308,58.1018168926239
3674,griewank,10,500,0.01,2,5,0.01,2.2366606640411213,95.91648936271667
3675,griewank,10,500,0.001,4,10,0.01,2.246812867081526,199.5144600868225
3676,griewank,10,500,0.01,3,3,0.001,1.553283471906789,58.50134611129761
3677,griewank,10,500,0.01,2,5,0.1,1.671217863077906,97.92812323570251
3678,griewank,10,500,0.001,4,10,0.1,2.1055764707295777,196.92213678359985
3679,griewank,10,500,0.01,3,3,0.01,2.7752712347916875,57.91995310783385
3680,griewank,10,500,0.01,3,5,0.001,2.575075316339545,97.1367769241333
3681,griewank,10,500,0.01,2,10,0.001,0.6814561311755524,191.8883340358734
3682,griewank,10,500,0.01,3,3,0.1,2.5929543182229295,58.78233861923218
3683,griewank,10,500,0.01,3,5,0.01,0.9160939453129012,97.78399848937988
3684,griewank,10,500,0.01,2,10,0.01,0.9274968506154312,192.4941029548645
3685,griewank,10,500,0.01,4,3,0.001,2.28348348349552,58.732218980789185
3686,griewank,10,500,0.01,3,5,0.1,1.5855242753775023,96.535728931427
3687,griewank,10,500,0.01,2,10,0.1,1.4503140875291498,189.9675476551056
3688,griewank,10,500,0.01,4,3,0.01,2.854336070673332,59.98414397239685
3689,griewank,10,500,0.01,4,5,0.001,2.2281356363682265,98.72764372825623
3690,griewank,10,500,0.01,3,10,0.001,2.0452423786895815,195.9404559135437
3691,griewank,10,500,0.01,4,3,0.1,2.8484298028647324,59.79354810714722
3692,griewank,10,500,0.01,4,5,0.01,1.8632354010185783,99.85289692878723
3693,griewank,10,500,0.01,3,10,0.01,1.299896264031819,194.76169514656067
3694,griewank,10,500,0.1,2,3,0.001,1.4275339199921817,58.67182397842407
3695,griewank,10,500,0.01,4,5,0.1,1.8619372638547935,99.42071795463562
3696,griewank,10,500,0.01,3,10,0.1,2.3465822186800493,195.29182767868042
3697,griewank,10,500,0.1,2,3,0.01,2.417106241078986,59.096511363983154
3698,griewank,10,500,0.1,2,5,0.001,1.9987987310428144,98.6655011177063
3699,griewank,10,500,0.01,4,10,0.001,0.5737952246971916,202.60938811302185
3700,griewank,10,500,0.1,2,3,0.1,1.679570663477914,58.722978353500366
3701,griewank,10,500,0.1,2,5,0.01,2.2438789173476184,98.26455163955688
3702,griewank,10,500,0.01,4,10,0.01,2.727908773442035,200.5401487350464
3703,griewank,10,500,0.1,3,3,0.001,1.2659468080397178,59.188953161239624
3704,griewank,10,500,0.1,2,5,0.1,1.8855703594045925,97.64319777488708
3705,griewank,10,500,0.01,4,10,0.1,1.201628395296867,203.0457923412323
3706,griewank,10,500,0.1,3,3,0.01,1.2572553301373777,59.06281495094299
3707,griewank,10,500,0.1,2,10,0.001,1.7243808063900394,195.3713779449463
3708,griewank,10,500,0.1,3,5,0.001,1.836764309676504,99.92674922943115
3709,griewank,10,500,0.1,3,3,0.1,1.8432899417349915,59.66132569313049
3710,griewank,10,500,0.1,3,5,0.01,0.8934017358774274,99.99939489364624
3711,griewank,10,500,0.1,2,10,0.01,0.4998940398673395,197.17008185386658
3712,griewank,10,500,0.1,4,3,0.001,1.8981031234117032,60.69715690612793
3713,griewank,10,500,0.1,3,5,0.1,1.854034407780716,101.2445981502533
3714,griewank,10,500,0.1,2,10,0.1,2.4009220372166555,196.3332803249359
3715,griewank,10,500,0.1,4,3,0.01,1.5223499143924744,59.91021370887756
3716,griewank,10,500,0.1,3,10,0.001,2.2171554641966265,197.3056356906891
3717,griewank,10,500,0.1,4,5,0.001,0.5195759740094753,102.2631287574768
3718,griewank,10,500,0.1,4,3,0.1,1.981716500529854,59.41396999359131
3719,griewank,10,500,0.1,4,5,0.01,2.2981705195621793,99.34639954566956
3720,griewank,10,500,0.1,3,10,0.01,1.1373521103328923,199.6170585155487
3721,griewank,10,500,0.1,4,5,0.1,1.3456858839149115,98.9116849899292
3722,griewank,10,500,0.1,3,10,0.1,2.0213156618401613,198.18915796279907
3723,griewank,10,750,0.001,2,3,0.001,2.743648915516756,86.69702506065369
3724,griewank,10,500,0.1,4,10,0.001,2.4334563330952785,199.26068687438965
3725,griewank,10,750,0.001,2,3,0.01,2.7911942892573034,88.57004976272583
3726,griewank,10,750,0.001,2,5,0.001,2.1524383942343768,149.55014324188232
3727,griewank,10,500,0.1,4,10,0.01,0.9279220729272968,200.89702558517456
3728,griewank,10,750,0.001,2,3,0.1,2.4149320388234896,89.31437754631042
3729,griewank,10,500,0.1,4,10,0.1,2.5749966810731393,201.16131353378296
3730,griewank,10,750,0.001,2,5,0.01,2.5830221977087104,149.1774878501892
3731,griewank,10,750,0.001,3,3,0.001,3.025506815522551,91.02996182441711
3732,griewank,10,750,0.001,2,5,0.1,2.7438775726242737,148.4938292503357
3733,griewank,10,750,0.001,3,3,0.01,2.1225863218621086,89.63885998725891
3734,griewank,10,750,0.001,3,5,0.001,2.518979889219418,151.81276631355286
3735,griewank,10,750,0.001,3,3,0.1,3.073073557157992,89.47960591316223
3736,griewank,10,750,0.001,2,10,0.001,2.09822540513652,298.1421115398407
3737,griewank,10,750,0.001,3,5,0.01,1.659141000794404,148.85799098014832
3738,griewank,10,750,0.001,2,10,0.01,1.971565379640243,296.1066825389862
3739,griewank,10,750,0.001,3,5,0.1,2.613003117146298,148.21076345443726
3740,griewank,10,750,0.001,4,3,0.001,2.4760443442341984,91.68751096725464
3741,griewank,10,750,0.001,2,10,0.1,1.474533925099906,295.33115243911743
3742,griewank,10,750,0.001,4,3,0.01,2.408987586426733,90.89986205101013
3743,griewank,10,750,0.001,3,10,0.001,1.7564189207527243,298.70391607284546
3744,griewank,10,750,0.001,4,5,0.001,2.6595075686327636,150.86465120315552
3745,griewank,10,750,0.001,4,3,0.1,2.5447378201658353,87.02577948570251
3746,griewank,10,750,0.001,3,10,0.01,1.8028459460281023,289.3120651245117
3747,griewank,10,750,0.001,4,5,0.01,2.1935083673823295,127.10296654701233
3748,griewank,10,750,0.01,2,3,0.001,1.5159231843151535,55.55687499046326
3749,griewank,10,750,0.001,3,10,0.1,2.2055043891707307,259.5779118537903
3750,griewank,10,750,0.001,4,5,0.1,2.502607709705604,107.65349197387695
3751,griewank,10,750,0.01,2,3,0.01,2.3131171896074036,45.151764154434204
3752,griewank,10,750,0.01,2,5,0.001,1.7388750656981131,82.2820520401001
3753,griewank,10,750,0.001,4,10,0.001,2.1923530593485228,222.5780565738678
3754,griewank,10,750,0.01,2,3,0.1,1.6233512203150695,42.63714051246643
3755,griewank,10,750,0.01,2,5,0.01,1.954999311548491,71.7382447719574
3756,griewank,10,750,0.001,4,10,0.01,1.892179197675224,195.81261348724365
3757,griewank,10,750,0.01,3,3,0.001,2.741938875447749,42.9170949459076
3758,griewank,10,750,0.01,2,5,0.1,1.5017031721598162,70.06343269348145
3759,griewank,10,750,0.001,4,10,0.1,2.063691355544007,169.42474913597107
3760,griewank,10,750,0.01,3,3,0.01,1.0893478722117802,42.772361755371094
3761,griewank,10,750,0.01,2,10,0.001,2.3508057958658295,146.07749605178833
3762,griewank,10,750,0.01,3,5,0.001,2.6133027990473856,72.68411803245544
3763,griewank,10,750,0.01,3,3,0.1,0.6227232943432562,43.29649043083191
3764,griewank,10,750,0.01,3,5,0.01,1.7496914921594362,71.46827816963196
3765,griewank,10,750,0.01,2,10,0.01,0.7476474318074603,142.50189113616943
3766,griewank,10,750,0.01,4,3,0.001,1.288226730745405,44.84524893760681
3767,griewank,10,750,0.01,2,10,0.1,2.366543779778461,142.72767186164856
3768,griewank,10,750,0.01,3,5,0.1,1.7311856175527356,72.25802063941956
3769,griewank,10,750,0.01,4,3,0.01,1.5684801090009823,43.11149787902832
3770,griewank,10,750,0.01,4,5,0.001,1.6098071226341537,72.92943787574768
3771,griewank,10,750,0.01,3,10,0.001,2.6328856159272105,143.9365677833557
3772,griewank,10,750,0.01,4,3,0.1,1.840822070046046,43.71758198738098
3773,griewank,10,750,0.01,4,5,0.01,0.6961511976535035,72.26192545890808
3774,griewank,10,750,0.01,3,10,0.01,1.897810294074001,143.65781140327454
3775,griewank,10,750,0.1,2,3,0.001,1.641056520014458,42.40788197517395
3776,griewank,10,750,0.01,4,5,0.1,1.3314025594794654,72.29784059524536
3777,griewank,10,750,0.01,3,10,0.1,2.3046528429124384,577.5695209503174
3778,griewank,10,750,0.1,2,3,0.01,2.54700759120281,476.4655673503876
3779,griewank,10,750,0.1,2,5,0.001,1.7534359764279943,505.2094588279724
3780,griewank,10,750,0.01,4,10,0.001,1.9987328129082125,579.143381357193
3781,griewank,10,750,0.1,2,3,0.1,1.4520145365693384,477.39216947555536
3782,griewank,10,750,0.1,2,5,0.01,1.7155552219609185,505.6326599121094
3783,griewank,10,750,0.1,3,3,0.001,1.0561245183972543,42.81043791770935
3784,griewank,10,750,0.01,4,10,0.01,2.9755076064009134,581.3835136890411
3785,griewank,10,750,0.1,2,5,0.1,1.3772784725585,71.78301477432251
3786,griewank,10,750,0.01,4,10,0.1,0.974154196482236,578.5376858711243
3787,griewank,10,750,0.1,3,3,0.01,1.587070072418124,42.92454385757446
3788,griewank,10,750,0.1,3,5,0.001,2.0542119765934093,71.30104327201843
3789,griewank,10,750,0.1,2,10,0.001,2.5409521951130367,576.7694418430328
3790,griewank,10,750,0.1,3,3,0.1,1.7328735949056662,42.59547972679138
3791,griewank,10,750,0.1,2,10,0.01,1.834168473974173,576.6621127128601
3792,griewank,10,750,0.1,3,5,0.01,2.4103176551351257,71.16849064826965
3793,griewank,10,750,0.1,4,3,0.001,1.7763377673996117,43.56009864807129
3794,griewank,10,750,0.1,3,5,0.1,1.248595448468934,71.47894644737244
3795,griewank,10,750,0.1,2,10,0.1,1.997601806693188,142.392920255661
3796,griewank,10,750,0.1,4,3,0.01,1.9661601691036603,44.26212501525879
3797,griewank,10,750,0.1,4,5,0.001,1.3317839889737613,73.61327528953552
3798,griewank,10,750,0.1,3,10,0.001,1.6470775286129324,143.76897644996643
3799,griewank,10,750,0.1,4,3,0.1,2.314266764134678,43.10331082344055
3800,griewank,10,750,0.1,4,5,0.01,1.8008759006050568,740.8445477485657
3801,griewank,10,750,0.1,3,10,0.01,1.6004079687678456,813.2769825458527
3802,griewank,10,750,0.1,4,5,0.1,2.5764728612295733,740.7439453601837
3803,griewank,10,750,0.1,3,10,0.1,1.7922126590912488,812.1184546947479
3804,griewank,10,1000,0.001,2,3,0.001,2.0611386348859124,725.2347571849823
3805,griewank,10,750,0.1,4,10,0.001,1.113508195657328,813.3611662387848
3806,griewank,10,1000,0.001,2,3,0.01,2.3617305703156424,56.946709871292114
3807,griewank,10,1000,0.001,2,5,0.001,2.10344184125212,762.5486660003662
3808,griewank,10,750,0.1,4,10,0.01,0.8354537021804803,813.0608925819397
3809,griewank,10,1000,0.001,2,3,0.1,2.398068262556385,56.46278786659241
3810,griewank,10,1000,0.001,2,5,0.01,2.5700474357396814,96.44424223899841
3811,griewank,10,1000,0.001,3,3,0.001,3.044484397547166,57.12183094024658
3812,griewank,10,750,0.1,4,10,0.1,1.2343036946819923,814.0597925186157
3813,griewank,10,1000,0.001,2,5,0.1,2.519140052002194,94.91565108299255
3814,griewank,10,1000,0.001,3,3,0.01,2.0921060311682176,57.76330375671387
3815,griewank,10,1000,0.001,3,5,0.001,2.5342542386732765,96.40494704246521
3816,griewank,10,1000,0.001,3,3,0.1,1.9233783093416952,58.74722981452942
3817,griewank,10,1000,0.001,2,10,0.001,1.9679657128132344,856.9951848983765
3818,griewank,10,1000,0.001,3,5,0.01,2.502279076818174,1057.3516142368317
3819,griewank,10,1000,0.001,2,10,0.01,2.38237806516347,1149.538464307785
3820,griewank,10,1000,0.001,3,5,0.1,2.401497222376686,1056.907351732254
3821,griewank,10,1000,0.001,4,3,0.001,1.8536032393526165,1018.2134492397307
3822,griewank,10,1000,0.001,2,10,0.1,1.6319579332854794,1152.0019798278809
3823,griewank,10,1000,0.001,4,3,0.01,3.2130727321067916,63.18387150764465
3824,griewank,10,1000,0.001,3,10,0.001,1.7660405075855747,1158.3032772541046
3825,griewank,10,1000,0.001,4,5,0.001,2.098407177449788,1065.526489019394
3826,griewank,10,1000,0.001,4,3,0.1,2.0876191353117592,68.49189257621765
3827,griewank,10,1000,0.001,3,10,0.01,1.2394840340401478,1171.136389017105
3828,griewank,10,1000,0.001,4,5,0.01,2.3667336908189123,116.31621360778809
3829,griewank,10,1000,0.01,2,3,0.001,2.7590875608225556,76.80135989189148
3830,griewank,10,1000,0.001,3,10,0.1,2.373771772687948,1182.4283232688904
3831,griewank,10,1000,0.001,4,5,0.1,2.594041581795264,130.3489911556244
3832,griewank,10,1000,0.01,2,3,0.01,2.053302463642509,1025.532154560089
3833,griewank,10,1000,0.01,2,5,0.001,2.9736619171332377,1075.5383803844452
3834,griewank,10,1000,0.001,4,10,0.001,2.254025016277601,2141.688746213913
3835,griewank,10,1000,0.01,2,3,0.1,2.1544978109941053,1014.818606853485
3836,griewank,10,1000,0.01,2,5,0.01,1.0793078165682064,1063.305094242096
3837,griewank,10,1000,0.001,4,10,0.01,2.2330990312267005,1184.4641997814178
3838,griewank,10,1000,0.01,3,3,0.001,1.6526257323882123,60.74166512489319
3839,griewank,10,1000,0.01,2,5,0.1,1.652278664021188,1051.9418358802795
3840,griewank,10,1000,0.001,4,10,0.1,2.0990737634515244,1189.4133865833282
3841,griewank,10,1000,0.01,3,3,0.01,1.4064555935999064,67.49780011177063
3842,griewank,10,1000,0.01,3,5,0.001,1.6114748771906315,108.32263970375061
